04_011,"Candelaria, Campeche",011,Candelaria,04,Campeche
04_999,"No Especificado, Campeche",999,No Especificado,04,Campeche
05_001,"Abasolo, Coahuila",001,Abasolo,05,Coahuila
05_002,"Acuña, Coahuila",002,Acuña,05,Coahuila
05_003,"Allende, Coahuila",003,Allende,05,Coahuila
05_004,"Arteaga, Coahuila",004,Arteaga,05,Coahuila
05_005,"Candela, Coahuila",005,Candela,05,Coahuila
05_006,"Castaños, Coahuila",006,Castaños,05,Coahuila
05_007,"Cuatro Ciénegas, Coahuila",007,Cuatro Ciénegas,05,Coahuila
05_008,"Escobedo, Coahuila",008,Escobedo,05,Coahuila
05_009,"Francisco I. Madero, Coahuila",009,Francisco I. Madero,05,Coahuila
05_010,"Frontera, Coahuila",010,Frontera,05,Coahuila
05_011,"General Cepeda, Coahuila",011,General Cepeda,05,Coahuila
05_012,"Guerrero, Coahuila",012,Guerrero,05,Coahuila
05_013,"Hidalgo, Coahuila",013,Hidalgo,05,Coahuila
05_014,"Jiménez, Coahuila",014,Jiménez,05,Coahuila
05_015,"Juárez, Coahuila",015,Juárez,05,Coahuila
05_016,"Lamadrid, Coahuila",016,Lamadrid,05,Coahuila
05_017,"Matamoros, Coahuila",017,Matamoros,05,Coahuila
05_018,"Monclova, Coahuila",018,Monclova,05,Coahuila
05_019,"Morelos, Coahuila",019,Morelos,05,Coahuila
05_020,"Múzquiz, Coahuila",020,Múzquiz,05,Coahuila
05_021,"Nadadores, Coahuila",021,Nadadores,05,Coahuila
05_022,"Nava, Coahuila",022,Nava,05,Coahuila
05_023,"Ocampo, Coahuila",023,Ocampo,05,Coahuila
05_024,"Parras, Coahuila",024,Parras,05,Coahuila
05_025,"Piedras Negras, Coahuila",025,Piedras Negras,05,Coahuila
05_026,"Progreso, Coahuila",026,Progreso,05,Coahuila
05_027,"Ramos Arizpe, Coahuila",027,Ramos Arizpe,05,Coahuila
05_028,"Sabinas, Coahuila",028,Sabinas,05,Coahuila
05_029,"Sacramento, Coahuila",029,Sacramento,05,Coahuila
05_030,"Saltillo, Coahuila",030,Saltillo,05,Coahuila
05_031,"San Buenaventura, Coahuila",031,San Buenaventura,05,Coahuila
05_032,"San Juan De Sabinas, Coahuila",032,San Juan De Sabinas,05,Coahuila
05_033,"San Pedro, Coahuila",033,San Pedro,05,Coahuila
05_034,"Sierra Mojada, Coahuila",034,Sierra Mojada,05,Coahuila
05_035,"Torreón, Coahuila",035,Torreón,05,Coahuila
05_036,"Viesca, Coahuila",036,Viesca,05,Coahuila
05_037,"Villa Unión, Coahuila",037,Villa Unión,05,Coahuila
05_038,"Zaragoza, Coahuila",038,Zaragoza,05,Coahuila
05_999,"No Especificado, Coahuila",999,No Especificado,05,Coahuila
06_001,"Armería, Colima",001,Armería,06,Colima
06_002,"Colima, Colima",002,Colima,06,Colima
06_003,"Comala, Colima",003,Comala,06,Colima
06_004,"Coquimatlán, Colima",004,Coquimatlán,06,Colima
06_005,"Cuauhtémoc, Colima",005,Cuauhtémoc,06,Colima
06_006,"Ixtlahuacán, Colima",006,Ixtlahuacán,06,Colima
06_007,"Manzanillo, Colima",007,Manzanillo,06,Colima
06_008,"Minatitlán, Colima",008,Minatitlán,06,Colima
06_009,"Tecomán, Colima",009,Tecomán,06,Colima
06_010,"Villa De Álvarez, Colima",010,Villa De Álvarez,06,Colima
06_999,"No Especificado, Colima",999,No Especificado,06,Colima
07_001,"Acacoyagua, Chiapas",001,Acacoyagua,07,Chiapas
07_002,"Acala, Chiapas",002,Acala,07,Chiapas
07_003,"Acapetahua, Chiapas",003,Acapetahua,07,Chiapas
07_004,"Altamirano, Chiapas",004,Altamirano,07,Chiapas
07_005,"Amatán, Chiapas",005,Amatán,07,Chiapas
07_006,"Amatenango De La Frontera, Chiapas",006,Amatenango De La Frontera,07,Chiapas
07_007,"Amatenango Del Valle, Chiapas",007,Amatenango Del Valle,07,Chiapas
07_008,"Angel Albino Corzo, Chiapas",008,Angel Albino Corzo,07,Chiapas
07_009,"Arriaga, Chiapas",009,Arriaga,07,Chiapas
07_010,"Bejucal De Ocampo, Chiapas",010,Bejucal De Ocampo,07,Chiapas
07_011,"Bella Vista, Chiapas",011,Bella Vista,07,Chiapas
07_012,"Berriozábal, Chiapas",012,Berriozábal,07,Chiapas
07_013,"Bochil, Chiapas",013,Bochil,07,Chiapas
07_014,"El Bosque, Chiapas",014,El Bosque,07,Chiapas
07_015,"Cacahoatán, Chiapas",015,Cacahoatán,07,Chiapas
07_016,"Catazajá, Chiapas",016,Catazajá,07,Chiapas
07_017,"Cintalapa, Chiapas",017,Cintalapa,07,Chiapas
07_018,"Coapilla, Chiapas",018,Coapilla,07,Chiapas
07_019,"Comitán De Domínguez, Chiapas",019,Comitán De Domínguez,07,Chiapas
07_020,"La Concordia, Chiapas",020,La Concordia,07,Chiapas
07_021,"Copainalá, Chiapas",021,Copainalá,07,Chiapas
07_022,"Chalchihuitán, Chiapas",022,Chalchihuitán,07,Chiapas
07_023,"Chamula, Chiapas",023,Chamula,07,Chiapas
07_024,"Chanal, Chiapas",024,Chanal,07,Chiapas
07_025,"Chapultenango, Chiapas",025,Chapultenango,07,Chiapas
07_026,"Chenalhó, Chiapas",026,Chenalhó,07,Chiapas
07_027,"Chiapa De Corzo, Chiapas",027,Chiapa De Corzo,07,Chiapas
07_028,"Chiapilla, Chiapas",028,Chiapilla,07,Chiapas
07_029,"Chicoasén, Chiapas",029,Chicoasén,07,Chiapas
07_030,"Chicomuselo, Chiapas",030,Chicomuselo,07,Chiapas
07_031,"Chilón, Chiapas",031,Chilón,07,Chiapas
07_032,"Escuintla, Chiapas",032,Escuintla,07,Chiapas
07_033,"Francisco León, Chiapas",033,Francisco León,07,Chiapas
07_034,"Frontera Comalapa, Chiapas",034,Frontera Comalapa,07,Chiapas
07_035,"Frontera Hidalgo, Chiapas",035,Frontera Hidalgo,07,Chiapas
07_036,"La Grandeza, Chiapas",036,La Grandeza,07,Chiapas
07_037,"Huehuetán, Chiapas",037,Huehuetán,07,Chiapas
07_038,"Huixtán, Chiapas",038,Huixtán,07,Chiapas
07_039,"Huitiupán, Chiapas",039,Huitiupán,07,Chiapas
07_040,"Huixtla, Chiapas",040,Huixtla,07,Chiapas
07_041,"La Independencia, Chiapas",041,La Independencia,07,Chiapas
07_042,"Ixhuatán, Chiapas",042,Ixhuatán,07,Chiapas
07_043,"Ixtacomitán, Chiapas",043,Ixtacomitán,07,Chiapas
07_044,"Ixtapa, Chiapas",044,Ixtapa,07,Chiapas
07_045,"Ixtapangajoya, Chiapas",045,Ixtapangajoya,07,Chiapas
07_046,"Jiquipilas, Chiapas",046,Jiquipilas,07,Chiapas
07_047,"Jitotol, Chiapas",047,Jitotol,07,Chiapas
07_048,"Juárez, Chiapas",048,Juárez,07,Chiapas
07_049,"Larráinzar, Chiapas",049,Larráinzar,07,Chiapas
07_050,"La Libertad, Chiapas",050,La Libertad,07,Chiapas
07_051,"Mapastepec, Chiapas",051,Mapastepec,07,Chiapas
07_052,"Las Margaritas, Chiapas",052,Las Margaritas,07,Chiapas
07_053,"Mazapa De Madero, Chiapas",053,Mazapa De Madero,07,Chiapas
07_054,"Mazatán, Chiapas",054,Mazatán,07,Chiapas
07_055,"Metapa, Chiapas",055,Metapa,07,Chiapas
07_056,"Mitontic, Chiapas",056,Mitontic,07,Chiapas
07_057,"Motozintla, Chiapas",057,Motozintla,07,Chiapas
07_058,"Nicolás Ruíz, Chiapas",058,Nicolás Ruíz,07,Chiapas
07_059,"Ocosingo, Chiapas",059,Ocosingo,07,Chiapas
07_060,"Ocotepec, Chiapas",060,Ocotepec,07,Chiapas
07_061,"Ocozocoautla De Espinosa, Chiapas",061,Ocozocoautla De Espinosa,07,Chiapas
07_062,"Ostuacán, Chiapas",062,Ostuacán,07,Chiapas
07_063,"Osumacinta, Chiapas",063,Osumacinta,07,Chiapas
07_064,"Oxchuc, Chiapas",064,Oxchuc,07,Chiapas
07_065,"Palenque, Chiapas",065,Palenque,07,Chiapas
07_066,"Pantelhó, Chiapas",066,Pantelhó,07,Chiapas
07_067,"Pantepec, Chiapas",067,Pantepec,07,Chiapas
07_068,"Pichucalco, Chiapas",068,Pichucalco,07,Chiapas
07_069,"Pijijiapan, Chiapas",069,Pijijiapan,07,Chiapas
07_070,"El Porvenir, Chiapas",070,El Porvenir,07,Chiapas
07_071,"Villa Comaltitlán, Chiapas",071,Villa Comaltitlán,07,Chiapas
07_072,"Pueblo Nuevo Solistahuacán, Chiapas",072,Pueblo Nuevo Solistahuacán,07,Chiapas
07_073,"Rayón, Chiapas",073,Rayón,07,Chiapas
07_074,"Reforma, Chiapas",074,Reforma,07,Chiapas
07_075,"Las Rosas, Chiapas",075,Las Rosas,07,Chiapas
07_076,"Sabanilla, Chiapas",076,Sabanilla,07,Chiapas
07_077,"Salto De Agua, Chiapas",077,Salto De Agua,07,Chiapas
07_078,"San Cristóbal De Las Casas, Chiapas",078,San Cristóbal De Las Casas,07,Chiapas
07_079,"San Fernando, Chiapas",079,San Fernando,07,Chiapas
07_080,"Siltepec, Chiapas",080,Siltepec,07,Chiapas
07_081,"Simojovel, Chiapas",081,Simojovel,07,Chiapas
07_082,"Sitalá, Chiapas",082,Sitalá,07,Chiapas
07_083,"Socoltenango, Chiapas",083,Socoltenango,07,Chiapas
07_084,"Solosuchiapa, Chiapas",084,Solosuchiapa,07,Chiapas
07_085,"Soyaló, Chiapas",085,Soyaló,07,Chiapas
07_086,"Suchiapa, Chiapas",086,Suchiapa,07,Chiapas
07_087,"Suchiate, Chiapas",087,Suchiate,07,Chiapas
07_088,"Sunuapa, Chiapas",088,Sunuapa,07,Chiapas
07_089,"Tapachula, Chiapas",089,Tapachula,07,Chiapas
07_090,"Tapalapa, Chiapas",090,Tapalapa,07,Chiapas
07_091,"Tapilula, Chiapas",091,Tapilula,07,Chiapas
07_092,"Tecpatán, Chiapas",092,Tecpatán,07,Chiapas
07_093,"Tenejapa, Chiapas",093,Tenejapa,07,Chiapas
07_094,"Teopisca, Chiapas",094,Teopisca,07,Chiapas
07_096,"Tila, Chiapas",096,Tila,07,Chiapas
07_097,"Tonalá, Chiapas",097,Tonalá,07,Chiapas
07_098,"Totolapa, Chiapas",098,Totolapa,07,Chiapas
07_099,"La Trinitaria, Chiapas",099,La Trinitaria,07,Chiapas
07_100,"Tumbalá, Chiapas",100,Tumbalá,07,Chiapas
07_101,"Tuxtla Gutiérrez, Chiapas",101,Tuxtla Gutiérrez,07,Chiapas
07_102,"Tuxtla Chico, Chiapas",102,Tuxtla Chico,07,Chiapas
07_103,"Tuzantán, Chiapas",103,Tuzantán,07,Chiapas
07_104,"Tzimol, Chiapas",104,Tzimol,07,Chiapas
07_105,"Unión Juárez, Chiapas",105,Unión Juárez,07,Chiapas
07_106,"Venustiano Carranza, Chiapas",106,Venustiano Carranza,07,Chiapas
07_107,"Villa Corzo, Chiapas",107,Villa Corzo,07,Chiapas
07_108,"Villaflores, Chiapas",108,Villaflores,07,Chiapas
07_109,"Yajalón, Chiapas",109,Yajalón,07,Chiapas
07_110,"San Lucas, Chiapas",110,San Lucas,07,Chiapas
07_111,"Zinacantán, Chiapas",111,Zinacantán,07,Chiapas
07_112,"San Juan Cancuc, Chiapas",112,San Juan Cancuc,07,Chiapas
07_113,"Aldama, Chiapas",113,Aldama,07,Chiapas
07_114,"Benemérito De Las Américas, Chiapas",114,Benemérito De Las Américas,07,Chiapas
07_115,"Maravilla Tenejapa, Chiapas",115,Maravilla Tenejapa,07,Chiapas
07_116,"Marqués De Comillas, Chiapas",116,Marqués De Comillas,07,Chiapas
07_117,"Montecristo De Guerrero, Chiapas",117,Montecristo De Guerrero,07,Chiapas
07_118,"San Andrés Duraznal, Chiapas",118,San Andrés Duraznal,07,Chiapas
07_119,"Santiago El Pinar, Chiapas",119,Santiago El Pinar,07,Chiapas
07_120,"Capitán Luis Ángel Vidal, Chiapas",120,Capitán Luis Ángel Vidal,07,Chiapas
07_121,"Rincón Chamula San Pedro, Chiapas",121,Rincón Chamula San Pedro,07,Chiapas
07_122,"El Parral, Chiapas",122,El Parral,07,Chiapas
07_123,"Emiliano Zapata, Chiapas",123,Emiliano Zapata,07,Chiapas
07_124,"Mezcalapa, Chiapas",124,Mezcalapa,07,Chiapas
07_999,"No Especificado, Chiapas",999,No Especificado,07,Chiapas
08_001,"Ahumada, Chihuahua",001,Ahumada,08,Chihuahua
08_002,"Aldama, Chihuahua",002,Aldama,08,Chihuahua
08_003,"Allende, Chihuahua",003,Allende,08,Chihuahua
08_004,"Aquiles Serdán, Chihuahua",004,Aquiles Serdán,08,Chihuahua
08_005,"Ascensión, Chihuahua",005,Ascensión,08,Chihuahua
08_006,"Bachíniva, Chihuahua",006,Bachíniva,08,Chihuahua
08_007,"Balleza, Chihuahua",007,Balleza,08,Chihuahua
08_008,"Batopilas De Manuel Gómez Morín, Chihuahua",008,Batopilas De Manuel Gómez Morín,08,Chihuahua
08_009,"Bocoyna, Chihuahua",009,Bocoyna,08,Chihuahua
08_010,"Buenaventura, Chihuahua",010,Buenaventura,08,Chihuahua
08_011,"Camargo, Chihuahua",011,Camargo,08,Chihuahua
08_012,"Carichí, Chihuahua",012,Carichí,08,Chihuahua
08_013,"Casas Grandes, Chihuahua",013,Casas Grandes,08,Chihuahua
08_014,"Coronado, Chihuahua",014,Coronado,08,Chihuahua
08_015,"Coyame Del Sotol, Chihuahua",015,Coyame Del Sotol,08,Chihuahua
08_016,"La Cruz, Chihuahua",016,La Cruz,08,Chihuahua
08_017,"Cuauhtémoc, Chihuahua",017,Cuauhtémoc,08,Chihuahua
08_018,"Cusihuiriachi, Chihuahua",018,Cusihuiriachi,08,Chihuahua
08_019,"Chihuahua, Chihuahua",019,Chihuahua,08,Chihuahua
08_020,"Chínipas, Chihuahua",020,Chínipas,08,Chihuahua
08_021,"Delicias, Chihuahua",021,Delicias,08,Chihuahua
08_022,"Dr. Belisario Domínguez, Chihuahua",022,Dr. Belisario Domínguez,08,Chihuahua
08_023,"Galeana, Chihuahua",023,Galeana,08,Chihuahua
08_024,"Santa Isabel, Chihuahua",024,Santa Isabel,08,Chihuahua
08_025,"Gómez Farías, Chihuahua",025,Gómez Farías,08,Chihuahua
08_026,"Gran Morelos, Chihuahua",026,Gran Morelos,08,Chihuahua
08_027,"Guachochi, Chihuahua",027,Guachochi,08,Chihuahua
08_028,"Guadalupe, Chihuahua",028,Guadalupe,08,Chihuahua
08_029,"Guadalupe Y Calvo, Chihuahua",029,Guadalupe Y Calvo,08,Chihuahua
08_030,"Guazapares, Chihuahua",030,Guazapares,08,Chihuahua
08_031,"Guerrero, Chihuahua",031,Guerrero,08,Chihuahua
08_032,"Hidalgo Del Parral, Chihuahua",032,Hidalgo Del Parral,08,Chihuahua
08_033,"Huejotitán, Chihuahua",033,Huejotitán,08,Chihuahua
08_034,"Ignacio Zaragoza, Chihuahua",034,Ignacio Zaragoza,08,Chihuahua
08_035,"Janos, Chihuahua",035,Janos,08,Chihuahua
08_036,"Jiménez, Chihuahua",036,Jiménez,08,Chihuahua
08_037,"Juárez, Chihuahua",037,Juárez,08,Chihuahua
08_038,"Julimes, Chihuahua",038,Julimes,08,Chihuahua
08_039,"López, Chihuahua",039,López,08,Chihuahua
08_040,"Madera, Chihuahua",040,Madera,08,Chihuahua
08_041,"Maguarichi, Chihuahua",041,Maguarichi,08,Chihuahua
08_042,"Manuel Benavides, Chihuahua",042,Manuel Benavides,08,Chihuahua
08_043,"Matachí, Chihuahua",043,Matachí,08,Chihuahua
08_044,"Matamoros, Chihuahua",044,Matamoros,08,Chihuahua
08_045,"Meoqui, Chihuahua",045,Meoqui,08,Chihuahua
08_046,"Morelos, Chihuahua",046,Morelos,08,Chihuahua
08_047,"Moris, Chihuahua",047,Moris,08,Chihuahua
08_048,"Namiquipa, Chihuahua",048,Namiquipa,08,Chihuahua
08_049,"Nonoava, Chihuahua",049,Nonoava,08,Chihuahua
08_050,"Nuevo Casas Grandes, Chihuahua",050,Nuevo Casas Grandes,08,Chihuahua
08_051,"Ocampo, Chihuahua",051,Ocampo,08,Chihuahua
08_052,"Ojinaga, Chihuahua",052,Ojinaga,08,Chihuahua
08_053,"Praxedis G. Guerrero, Chihuahua",053,Praxedis G. Guerrero,08,Chihuahua
08_054,"Riva Palacio, Chihuahua",054,Riva Palacio,08,Chihuahua
08_055,"Rosales, Chihuahua",055,Rosales,08,Chihuahua
08_056,"Rosario, Chihuahua",056,Rosario,08,Chihuahua
08_057,"San Francisco De Borja, Chihuahua",057,San Francisco De Borja,08,Chihuahua
08_058,"San Francisco De Conchos, Chihuahua",058,San Francisco De Conchos,08,Chihuahua
08_059,"San Francisco Del Oro, Chihuahua",059,San Francisco Del Oro,08,Chihuahua
08_060,"Santa Bárbara, Chihuahua",060,Santa Bárbara,08,Chihuahua
08_061,"Satevó, Chihuahua",061,Satevó,08,Chihuahua
08_062,"Saucillo, Chihuahua",062,Saucillo,08,Chihuahua
08_063,"Temósachic, Chihuahua",063,Temósachic,08,Chihuahua
08_064,"El Tule, Chihuahua",064,El Tule,08,Chihuahua
08_065,"Urique, Chihuahua",065,Urique,08,Chihuahua
08_066,"Uruachi, Chihuahua",066,Uruachi,08,Chihuahua
08_067,"Valle De Zaragoza, Chihuahua",067,Valle De Zaragoza,08,Chihuahua
08_999,"No Especificado, Chihuahua",999,No Especificado,08,Chihuahua
09_002,"Azcapotzalco, Ciudad de México",002,Azcapotzalco,09,Ciudad de México
09_003,"Coyoacán, Ciudad de México",003,Coyoacán,09,Ciudad de México
09_004,"Cuajimalpa De Morelos, Ciudad de México",004,Cuajimalpa De Morelos,09,Ciudad de México
09_005,"Gustavo A. Madero, Ciudad de México",005,Gustavo A. Madero,09,Ciudad de México
09_006,"Iztacalco, Ciudad de México",006,Iztacalco,09,Ciudad de México
09_007,"Iztapalapa, Ciudad de México",007,Iztapalapa,09,Ciudad de México
09_008,"La Magdalena Contreras, Ciudad de México",008,La Magdalena Contreras,09,Ciudad de México
09_009,"Milpa Alta, Ciudad de México",009,Milpa Alta,09,Ciudad de México
09_010,"Álvaro Obregón, Ciudad de México",010,Álvaro Obregón,09,Ciudad de México
09_011,"Tláhuac, Ciudad de México",011,Tláhuac,09,Ciudad de México
09_012,"Tlalpan, Ciudad de México",012,Tlalpan,09,Ciudad de México
09_013,"Xochimilco, Ciudad de México",013,Xochimilco,09,Ciudad de México
09_014,"Benito Juárez, Ciudad de México",014,Benito Juárez,09,Ciudad de México
09_015,"Cuauhtémoc, Ciudad de México",015,Cuauhtémoc,09,Ciudad de México
09_016,"Miguel Hidalgo, Ciudad de México",016,Miguel Hidalgo,09,Ciudad de México
09_017,"Venustiano Carranza, Ciudad de México",017,Venustiano Carranza,09,Ciudad de México
09_999,"No Especificado, Ciudad de México",999,No Especificado,09,Ciudad de México
10_001,"Canatlán, Durango",001,Canatlán,10,Durango
10_002,"Canelas, Durango",002,Canelas,10,Durango
10_003,"Coneto De Comonfort, Durango",003,Coneto De Comonfort,10,Durango
10_004,"Cuencamé, Durango",004,Cuencamé,10,Durango
10_005,"Durango, Durango",005,Durango,10,Durango
10_006,"General Simón Bolívar, Durango",006,General Simón Bolívar,10,Durango
10_007,"Gómez Palacio, Durango",007,Gómez Palacio,10,Durango
10_008,"Guadalupe Victoria, Durango",008,Guadalupe Victoria,10,Durango
10_009,"Guanaceví, Durango",009,Guanaceví,10,Durango
10_010,"Hidalgo, Durango",010,Hidalgo,10,Durango
10_011,"Indé, Durango",011,Indé,10,Durango
10_012,"Lerdo, Durango",012,Lerdo,10,Durango
10_013,"Mapimí, Durango",013,Mapimí,10,Durango
10_014,"Mezquital, Durango",014,Mezquital,10,Durango
10_015,"Nazas, Durango",015,Nazas,10,Durango
10_016,"Nombre De Dios, Durango",016,Nombre De Dios,10,Durango
10_017,"Ocampo, Durango",017,Ocampo,10,Durango
10_018,"El Oro, Durango",018,El Oro,10,Durango
10_019,"Otáez, Durango",019,Otáez,10,Durango
10_020,"Pánuco De Coronado, Durango",020,Pánuco De Coronado,10,Durango
10_021,"Peñón Blanco, Durango",021,Peñón Blanco,10,Durango
10_022,"Poanas, Durango",022,Poanas,10,Durango
10_023,"Pueblo Nuevo, Durango",023,Pueblo Nuevo,10,Durango
10_024,"Rodeo, Durango",024,Rodeo,10,Durango
10_025,"San Bernardo, Durango",025,San Bernardo,10,Durango
10_026,"San Dimas, Durango",026,San Dimas,10,Durango
10_027,"San Juan De Guadalupe, Durango",027,San Juan De Guadalupe,10,Durango
10_028,"San Juan Del Río, Durango",028,San Juan Del Río,10,Durango
10_029,"San Luis Del Cordero, Durango",029,San Luis Del Cordero,10,Durango
10_030,"San Pedro Del Gallo, Durango",030,San Pedro Del Gallo,10,Durango
10_031,"Santa Clara, Durango",031,Santa Clara,10,Durango
10_032,"Santiago Papasquiaro, Durango",032,Santiago Papasquiaro,10,Durango
10_033,"Súchil, Durango",033,Súchil,10,Durango
10_034,"Tamazula, Durango",034,Tamazula,10,Durango
10_035,"Tepehuanes, Durango",035,Tepehuanes,10,Durango
10_036,"Tlahualilo, Durango",036,Tlahualilo,10,Durango
10_037,"Topia, Durango",037,Topia,10,Durango
10_038,"Vicente Guerrero, Durango",038,Vicente Guerrero,10,Durango
10_039,"Nuevo Ideal, Durango",039,Nuevo Ideal,10,Durango
10_999,"No Especificado, Durango",999,No Especificado,10,Durango
11_001,"Abasolo, Guanajuato",001,Abasolo,11,Guanajuato
11_002,"Acámbaro, Guanajuato",002,Acámbaro,11,Guanajuato
11_003,"San Miguel De Allende, Guanajuato",003,San Miguel De Allende,11,Guanajuato
11_004,"Apaseo El Alto, Guanajuato",004,Apaseo El Alto,11,Guanajuato
11_005,"Apaseo El Grande, Guanajuato",005,Apaseo El Grande,11,Guanajuato
11_006,"Atarjea, Guanajuato",006,Atarjea,11,Guanajuato
11_007,"Celaya, Guanajuato",007,Celaya,11,Guanajuato
11_008,"Manuel Doblado, Guanajuato",008,Manuel Doblado,11,Guanajuato
11_009,"Comonfort, Guanajuato",009,Comonfort,11,Guanajuato
11_010,"Coroneo, Guanajuato",010,Coroneo,11,Guanajuato
11_011,"Cortazar, Guanajuato",011,Cortazar,11,Guanajuato
11_012,"Cuerámaro, Guanajuato",012,Cuerámaro,11,Guanajuato
11_013,"Doctor Mora, Guanajuato",013,Doctor Mora,11,Guanajuato
11_014,"Dolores Hidalgo Cuna De La Independencia Nacional, Guanajuato",014,Dolores Hidalgo Cuna De La Independencia Nacional,11,Guanajuato
11_015,"Guanajuato, Guanajuato",015,Guanajuato,11,Guanajuato
11_016,"Huanímaro, Guanajuato",016,Huanímaro,11,Guanajuato
11_017,"Irapuato, Guanajuato",017,Irapuato,11,Guanajuato
11_018,"Jaral Del Progreso, Guanajuato",018,Jaral Del Progreso,11,Guanajuato
11_019,"Jerécuaro, Guanajuato",019,Jerécuaro,11,Guanajuato
11_020,"León, Guanajuato",020,León,11,Guanajuato
11_021,"Moroleón, Guanajuato",021,Moroleón,11,Guanajuato
11_022,"Ocampo, Guanajuato",022,Ocampo,11,Guanajuato
11_023,"Pénjamo, Guanajuato",023,Pénjamo,11,Guanajuato
11_024,"Pueblo Nuevo, Guanajuato",024,Pueblo Nuevo,11,Guanajuato
11_025,"Purísima Del Rincón, Guanajuato",025,Purísima Del Rincón,11,Guanajuato
11_026,"Romita, Guanajuato",026,Romita,11,Guanajuato
11_027,"Salamanca, Guanajuato",027,Salamanca,11,Guanajuato
11_028,"Salvatierra, Guanajuato",028,Salvatierra,11,Guanajuato
11_029,"San Diego De La Unión, Guanajuato",029,San Diego De La Unión,11,Guanajuato
11_030,"San Felipe, Guanajuato",030,San Felipe,11,Guanajuato
11_031,"San Francisco Del Rincón, Guanajuato",031,San Francisco Del Rincón,11,Guanajuato
11_032,"San José Iturbide, Guanajuato",032,San José Iturbide,11,Guanajuato
11_033,"San Luis De La Paz, Guanajuato",033,San Luis De La Paz,11,Guanajuato
11_034,"Santa Catarina, Guanajuato",034,Santa Catarina,11,Guanajuato
11_035,"Santa Cruz De Juventino Rosas, Guanajuato",035,Santa Cruz De Juventino Rosas,11,Guanajuato
11_036,"Santiago Maravatío, Guanajuato",036,Santiago Maravatío,11,Guanajuato
11_037,"Silao De La Victoria, Guanajuato",037,Silao De La Victoria,11,Guanajuato
11_038,"Tarandacuao, Guanajuato",038,Tarandacuao,11,Guanajuato
11_039,"Tarimoro, Guanajuato",039,Tarimoro,11,Guanajuato
11_040,"Tierra Blanca, Guanajuato",040,Tierra Blanca,11,Guanajuato
11_041,"Uriangato, Guanajuato",041,Uriangato,11,Guanajuato
11_042,"Valle De Santiago, Guanajuato",042,Valle De Santiago,11,Guanajuato
11_043,"Victoria, Guanajuato",043,Victoria,11,Guanajuato
11_044,"Villagrán, Guanajuato",044,Villagrán,11,Guanajuato
11_045,"Xichú, Guanajuato",045,Xichú,11,Guanajuato
11_046,"Yuriria, Guanajuato",046,Yuriria,11,Guanajuato
11_999,"No Especificado, Guanajuato",999,No Especificado,11,Guanajuato
12_001,"Acapulco De Juárez, Guerrero",001,Acapulco De Juárez,12,Guerrero
12_002,"Ahuacuotzingo, Guerrero",002,Ahuacuotzingo,12,Guerrero
12_003,"Ajuchitlán Del Progreso, Guerrero",003,Ajuchitlán Del Progreso,12,Guerrero
